,@type,eg:amount_beneficiaries,eg:county,eg:indicator,eg:n_beneficiaries,eg:state
16642,eg:Record,531000,Jefferson,Retirement / Spouses,760,New York
16643,eg:Record,145000,Jefferson,Retirement / Children,210,New York
16644,eg:Record,1881000,Jefferson,Survivors / Widow(er)s and parents,1515,New York
16645,eg:Record,583000,Jefferson,Survivors / Children,700,New York
16646,eg:Record,4030000,Jefferson,Disability / Disabled workers,3535,New York
16647,eg:Record,20000,Jefferson,Disability / Spouses,60,New York
16648,eg:Record,249000,Jefferson,Disability / Children,805,New York
16649,eg:Record,10387000,Jefferson,Aged 65 or older / Men,6895,New York
16650,eg:Record,287205000,Kings,Retirement / Retired workers,232185,New York
16651,eg:Record,9382000,Kings,Retirement / Spouses,16785,New York
16652,eg:Record,3173000,Kings,Retirement / Children,5435,New York
16653,eg:Record,22890000,Kings,Survivors / Widow(er)s and parents,20075,New York
16654,eg:Record,8022000,Kings,Survivors / Children,9705,New York
16655,eg:Record,54515000,Kings,Disability / Disabled workers,48245,New York
16656,eg:Record,267000,Kings,Disability / Spouses,765,New York
16657,eg:Record,2881000,Kings,Disability / Children,7640,New York
16658,eg:Record,137212000,Kings,Aged 65 or older / Men,106860,New York
16659,eg:Record,5131000,Lewis,Retirement / Retired workers,3940,New York
16660,eg:Record,183000,Lewis,Retirement / Spouses,275,New York
16661,eg:Record,31000,Lewis,Retirement / Children,50,New York
16662,eg:Record,529000,Lewis,Survivors / Widow(er)s and parents,435,New York
16663,eg:Record,111000,Lewis,Survivors / Children,145,New York
16664,eg:Record,1080000,Lewis,Disability / Disabled workers,915,New York
16665,eg:Record,5000,Lewis,Disability / Spouses,15,New York
16666,eg:Record,55000,Lewis,Disability / Children,185,New York
16667,eg:Record,2843000,Lewis,Aged 65 or older / Men,1950,New York
16668,eg:Record,14647000,Livingston,Retirement / Retired workers,10070,New York
16669,eg:Record,326000,Livingston,Retirement / Spouses,410,New York
16670,eg:Record,110000,Livingston,Retirement / Children,145,New York
16671,eg:Record,1077000,Livingston,Survivors / Widow(er)s and parents,790,New York
16672,eg:Record,294000,Livingston,Survivors / Children,320,New York
16673,eg:Record,2612000,Livingston,Disability / Disabled workers,2135,New York
16674,eg:Record,7000,Livingston,Disability / Spouses,20,New York
16675,eg:Record,131000,Livingston,Disability / Children,395,New York
16676,eg:Record,7832000,Livingston,Aged 65 or older / Men,4795,New York
16677,eg:Record,14785000,Madison,Retirement / Retired workers,10425,New York
16678,eg:Record,344000,Madison,Retirement / Spouses,440,New York
16679,eg:Record,100000,Madison,Retirement / Children,145,New York
16680,eg:Record,1268000,Madison,Survivors / Widow(er)s and parents,950,New York
16681,eg:Record,363000,Madison,Survivors / Children,405,New York
16682,eg:Record,2509000,Madison,Disability / Disabled workers,2130,New York
16683,eg:Record,8000,Madison,Disability / Spouses,30,New York
16684,eg:Record,147000,Madison,Disability / Children,430,New York
16685,eg:Record,8045000,Madison,Aged 65 or older / Men,5010,New York
16686,eg:Record,170099000,Monroe,Retirement / Retired workers,111700,New York
16687,eg:Record,4383000,Monroe,Retirement / Spouses,5065,New York
16688,eg:Record,1314000,Monroe,Retirement / Children,1800,New York
16689,eg:Record,12436000,Monroe,Survivors / Widow(er)s and parents,8680,New York
16690,eg:Record,3853000,Monroe,Survivors / Children,4300,New York
16691,eg:Record,29036000,Monroe,Disability / Disabled workers,24375,New York
16692,eg:Record,63000,Monroe,Disability / Spouses,200,New York
16693,eg:Record,1651000,Monroe,Disability / Children,4820,New York
16694,eg:Record,87768000,Monroe,Aged 65 or older / Men,51100,New York
16695,eg:Record,12136000,Montgomery,Retirement / Retired workers,9025,New York
16696,eg:Record,226000,Montgomery,Retirement / Spouses,320,New York
16697,eg:Record,91000,Montgomery,Retirement / Children,140,New York
16698,eg:Record,1033000,Montgomery,Survivors / Widow(er)s and parents,815,New York
16699,eg:Record,344000,Montgomery,Survivors / Children,430,New York
16700,eg:Record,2483000,Montgomery,Disability / Disabled workers,2205,New York
16701,eg:Record,9000,Montgomery,Disability / Spouses,40,New York
16702,eg:Record,155000,Montgomery,Disability / Children,535,New York
16703,eg:Record,6288000,Montgomery,Aged 65 or older / Men,4230,New York
16704,eg:Record,313986000,Nassau,Retirement / Retired workers,189855,New York
16705,eg:Record,11530000,Nassau,Retirement / Spouses,13080,New York
16706,eg:Record,2350000,Nassau,Retirement / Children,2910,New York
16707,eg:Record,25593000,Nassau,Survivors / Widow(er)s and parents,16555,New York
16708,eg:Record,6225000,Nassau,Survivors / Children,5520,New York
16709,eg:Record,38313000,Nassau,Disability / Disabled workers,25370,New York
16710,eg:Record,173000,Nassau,Disability / Spouses,385,New York
16711,eg:Record,3010000,Nassau,Disability / Children,5425,New York
16712,eg:Record,166950000,Nassau,Aged 65 or older / Men,90640,New York
16713,eg:Record,290463000,New York,Retirement / Retired workers,190900,New York
16714,eg:Record,8855000,New York,Retirement / Spouses,11740,New York
16715,eg:Record,2509000,New York,Retirement / Children,3700,New York
16716,eg:Record,18013000,New York,Survivors / Widow(er)s and parents,13640,New York
16717,eg:Record,5275000,New York,Survivors / Children,5685,New York
16718,eg:Record,32025000,New York,Disability / Disabled workers,28480,New York
16719,eg:Record,133000,New York,Disability / Spouses,375,New York
16720,eg:Record,1350000,New York,Disability / Children,3600,New York
16721,eg:Record,136373000,New York,Aged 65 or older / Men,85930,New York
16722,eg:Record,50946000,Niagara,Retirement / Retired workers,34945,New York
16723,eg:Record,1353000,Niagara,Retirement / Spouses,1725,New York
16724,eg:Record,319000,Niagara,Retirement / Children,440,New York
16725,eg:Record,5261000,Niagara,Survivors / Widow(er)s and parents,3785,New York
16726,eg:Record,1234000,Niagara,Survivors / Children,1425,New York
16727,eg:Record,11056000,Niagara,Disability / Disabled workers,9165,New York
16728,eg:Record,41000,Niagara,Disability / Spouses,120,New York
16729,eg:Record,572000,Niagara,Disability / Children,1650,New York
16730,eg:Record,27194000,Niagara,Aged 65 or older / Men,16410,New York
16731,eg:Record,50667000,Oneida,Retirement / Retired workers,36780,New York
16732,eg:Record,1089000,Oneida,Retirement / Spouses,1500,New York
16733,eg:Record,501000,Oneida,Retirement / Children,725,New York
16734,eg:Record,4053000,Oneida,Survivors / Widow(er)s and parents,3235,New York
16735,eg:Record,1934000,Oneida,Survivors / Children,2185,New York
16736,eg:Record,10136000,Oneida,Disability / Disabled workers,9050,New York
16737,eg:Record,32000,Oneida,Disability / Spouses,110,New York
16738,eg:Record,582000,Oneida,Disability / Children,1880,New York
16739,eg:Record,26387000,Oneida,Aged 65 or older / Men,17240,New York
16740,eg:Record,102171000,Onondaga,Retirement / Retired workers,68185,New York
16741,eg:Record,2506000,Onondaga,Retirement / Spouses,2930,New York
16742,eg:Record,727000,Onondaga,Retirement / Children,990,New York
16743,eg:Record,8149000,Onondaga,Survivors / Widow(er)s and parents,5790,New York
16744,eg:Record,2334000,Onondaga,Survivors / Children,2700,New York
16745,eg:Record,17309000,Onondaga,Disability / Disabled workers,14535,New York
16746,eg:Record,55000,Onondaga,Disability / Spouses,165,New York
16747,eg:Record,984000,Onondaga,Disability / Children,2840,New York
16748,eg:Record,52428000,Onondaga,Aged 65 or older / Men,30990,New York
16749,eg:Record,28591000,Ontario,Retirement / Retired workers,19340,New York
16750,eg:Record,673000,Ontario,Retirement / Spouses,780,New York
16751,eg:Record,185000,Ontario,Retirement / Children,240,New York
16752,eg:Record,2026000,Ontario,Survivors / Widow(er)s and parents,1435,New York
16753,eg:Record,551000,Ontario,Survivors / Children,605,New York
16754,eg:Record,4111000,Ontario,Disability / Disabled workers,3395,New York
16755,eg:Record,16000,Ontario,Disability / Spouses,40,New York
16756,eg:Record,243000,Ontario,Disability / Children,685,New York
16757,eg:Record,15190000,Ontario,Aged 65 or older / Men,9035,New York
16758,eg:Record,67371000,Orange,Retirement / Retired workers,44340,New York
16759,eg:Record,1708000,Orange,Retirement / Spouses,2155,New York
16760,eg:Record,601000,Orange,Retirement / Children,805,New York
16761,eg:Record,5641000,Orange,Survivors / Widow(er)s and parents,3990,New York
16762,eg:Record,1905000,Orange,Survivors / Children,1975,New York
16763,eg:Record,14271000,Orange,Disability / Disabled workers,10115,New York
16764,eg:Record,64000,Orange,Disability / Spouses,180,New York
16765,eg:Record,1182000,Orange,Disability / Children,2635,New York
16766,eg:Record,35394000,Orange,Aged 65 or older / Men,20765,New York
16767,eg:Record,9019000,Orleans,Retirement / Retired workers,6390,New York
16768,eg:Record,226000,Orleans,Retirement / Spouses,285,New York
16769,eg:Record,73000,Orleans,Retirement / Children,100,New York
16770,eg:Record,813000,Orleans,Survivors / Widow(er)s and parents,610,New York
16771,eg:Record,229000,Orleans,Survivors / Children,260,New York
16772,eg:Record,1942000,Orleans,Disability / Disabled workers,1635,New York
16773,eg:Record,7000,Orleans,Disability / Spouses,20,New York
16774,eg:Record,103000,Orleans,Disability / Children,325,New York
16775,eg:Record,4865000,Orleans,Aged 65 or older / Men,3055,New York
16776,eg:Record,25098000,Oswego,Retirement / Retired workers,17570,New York
16777,eg:Record,651000,Oswego,Retirement / Spouses,850,New York
16778,eg:Record,172000,Oswego,Retirement / Children,245,New York
16779,eg:Record,2499000,Oswego,Survivors / Widow(er)s and parents,1880,New York
16780,eg:Record,685000,Oswego,Survivors / Children,805,New York
16781,eg:Record,6038000,Oswego,Disability / Disabled workers,4990,New York
16782,eg:Record,36000,Oswego,Disability / Spouses,100,New York
16783,eg:Record,327000,Oswego,Disability / Children,1000,New York
16784,eg:Record,13842000,Oswego,Aged 65 or older / Men,8505,New York
16785,eg:Record,14359000,Otsego,Retirement / Retired workers,10470,New York
16786,eg:Record,314000,Otsego,Retirement / Spouses,425,New York
16787,eg:Record,153000,Otsego,Retirement / Children,210,New York
16788,eg:Record,1083000,Otsego,Survivors / Widow(er)s and parents,865,New York
16789,eg:Record,409000,Otsego,Survivors / Children,455,New York
16790,eg:Record,2205000,Otsego,Disability / Disabled workers,1920,New York
16791,eg:Record,7000,Otsego,Disability / Spouses,25,New York
16792,eg:Record,141000,Otsego,Disability / Children,370,New York
16793,eg:Record,7557000,Otsego,Aged 65 or older / Men,5000,New York
16794,eg:Record,22413000,Putnam,Retirement / Retired workers,13570,New York
16795,eg:Record,615000,Putnam,Retirement / Spouses,685,New York
16796,eg:Record,186000,Putnam,Retirement / Children,215,New York
16797,eg:Record,1630000,Putnam,Survivors / Widow(er)s and parents,1045,New York
16798,eg:Record,515000,Putnam,Survivors / Children,480,New York
16799,eg:Record,3612000,Putnam,Disability / Disabled workers,2275,New York
16800,eg:Record,19000,Putnam,Disability / Spouses,40,New York
16801,eg:Record,302000,Putnam,Disability / Children,555,New York
16802,eg:Record,12291000,Putnam,Aged 65 or older / Men,6580,New York
16803,eg:Record,322629000,Queens,Retirement / Retired workers,245510,New York
16804,eg:Record,10483000,Queens,Retirement / Spouses,18275,New York
16805,eg:Record,2672000,Queens,Retirement / Children,4380,New York
16806,eg:Record,24278000,Queens,Survivors / Widow(er)s and parents,19760,New York
16807,eg:Record,6358000,Queens,Survivors / Children,7060,New York
16808,eg:Record,45947000,Queens,Disability / Disabled workers,36975,New York
16809,eg:Record,263000,Queens,Disability / Spouses,695,New York
16810,eg:Record,2389000,Queens,Disability / Children,5595,New York
16811,eg:Record,158402000,Queens,Aged 65 or older / Men,115195,New York
16812,eg:Record,34424000,Rensselaer,Retirement / Retired workers,23485,New York
16813,eg:Record,742000,Rensselaer,Retirement / Spouses,900,New York
16814,eg:Record,234000,Rensselaer,Retirement / Children,325,New York
16815,eg:Record,2653000,Rensselaer,Survivors / Widow(er)s and parents,1955,New York
16816,eg:Record,779000,Rensselaer,Survivors / Children,880,New York
16817,eg:Record,6248000,Rensselaer,Disability / Disabled workers,5320,New York
16818,eg:Record,15000,Rensselaer,Disability / Spouses,45,New York
16819,eg:Record,368000,Rensselaer,Disability / Children,1090,New York
16820,eg:Record,17552000,Rensselaer,Aged 65 or older / Men,10820,New York
16821,eg:Record,89897000,Richmond,Retirement / Retired workers,59410,New York
16822,eg:Record,2927000,Richmond,Retirement / Spouses,4015,New York
16823,eg:Record,848000,Richmond,Retirement / Children,1110,New York
16824,eg:Record,8228000,Richmond,Survivors / Widow(er)s and parents,5850,New York
16825,eg:Record,2406000,Richmond,Survivors / Children,2395,New York
16826,eg:Record,20975000,Richmond,Disability / Disabled workers,14035,New York
16827,eg:Record,128000,Richmond,Disability / Spouses,320,New York
16828,eg:Record,1734000,Richmond,Disability / Children,3350,New York
16829,eg:Record,47285000,Richmond,Aged 65 or older / Men,28220,New York
16830,eg:Record,66479000,Rockland,Retirement / Retired workers,40675,New York
16831,eg:Record,2254000,Rockland,Retirement / Spouses,2710,New York
16832,eg:Record,734000,Rockland,Retirement / Children,980,New York
16833,eg:Record,4347000,Rockland,Survivors / Widow(er)s and parents,2915,New York
16834,eg:Record,2051000,Rockland,Survivors / Children,1945,New York
16835,eg:Record,7584000,Rockland,Disability / Disabled workers,5360,New York
16836,eg:Record,39000,Rockland,Disability / Spouses,90,New York
16837,eg:Record,576000,Rockland,Disability / Children,1140,New York
16838,eg:Record,34668000,Rockland,Aged 65 or older / Men,19320,New York
16839,eg:Record,22081000,St. Lawrence,Retirement / Retired workers,16280,New York
16840,eg:Record,720000,St. Lawrence,Retirement / Spouses,1040,New York
16841,eg:Record,189000,St. Lawrence,Retirement / Children,295,New York
16842,eg:Record,2448000,St. Lawrence,Survivors / Widow(er)s and parents,1965,New York
16843,eg:Record,618000,St. Lawrence,Survivors / Children,755,New York
16844,eg:Record,5417000,St. Lawrence,Disability / Disabled workers,4625,New York
16845,eg:Record,28000,St. Lawrence,Disability / Spouses,100,New York
16846,eg:Record,265000,St. Lawrence,Disability / Children,865,New York
16847,eg:Record,12279000,St. Lawrence,Aged 65 or older / Men,8110,New York
16848,eg:Record,54499000,Saratoga,Retirement / Retired workers,35790,New York
16849,eg:Record,1414000,Saratoga,Retirement / Spouses,1600,New York
16850,eg:Record,387000,Saratoga,Retirement / Children,515,New York
16851,eg:Record,4082000,Saratoga,Survivors / Widow(er)s and parents,2825,New York
16852,eg:Record,1035000,Saratoga,Survivors / Children,1050,New York
16853,eg:Record,7501000,Saratoga,Disability / Disabled workers,5880,New York
16854,eg:Record,22000,Saratoga,Disability / Spouses,70,New York
16855,eg:Record,470000,Saratoga,Disability / Children,1155,New York
16856,eg:Record,28845000,Saratoga,Aged 65 or older / Men,16655,New York
16857,eg:Record,33048000,Schenectady,Retirement / Retired workers,22500,New York
16858,eg:Record,855000,Schenectady,Retirement / Spouses,1020,New York
16859,eg:Record,278000,Schenectady,Retirement / Children,390,New York
16860,eg:Record,2724000,Schenectady,Survivors / Widow(er)s and parents,2000,New York
16861,eg:Record,987000,Schenectady,Survivors / Children,1130,New York
16862,eg:Record,5849000,Schenectady,Disability / Disabled workers,5185,New York
16863,eg:Record,18000,Schenectady,Disability / Spouses,70,New York
16864,eg:Record,359000,Schenectady,Disability / Children,1175,New York
16865,eg:Record,16945000,Schenectady,Aged 65 or older / Men,10275,New York
16866,eg:Record,6844000,Schoharie,Retirement / Retired workers,5010,New York
16867,eg:Record,155000,Schoharie,Retirement / Spouses,215,New York
16868,eg:Record,62000,Schoharie,Retirement / Children,75,New York
16869,eg:Record,577000,Schoharie,Survivors / Widow(er)s and parents,450,New York
16870,eg:Record,158000,Schoharie,Survivors / Children,185,New York
16871,eg:Record,1245000,Schoharie,Disability / Disabled workers,1060,New York
16872,eg:Record,6000,Schoharie,Disability / Spouses,20,New York
16873,eg:Record,65000,Schoharie,Disability / Children,205,New York
16874,eg:Record,3769000,Schoharie,Aged 65 or older / Men,2485,New York
16875,eg:Record,4724000,Schuyler,Retirement / Retired workers,3430,New York
16876,eg:Record,104000,Schuyler,Retirement / Spouses,140,New York
16877,eg:Record,35000,Schuyler,Retirement / Children,45,New York
16878,eg:Record,379000,Schuyler,Survivors / Widow(er)s and parents,305,New York
16879,eg:Record,97000,Schuyler,Survivors / Children,115,New York
16880,eg:Record,903000,Schuyler,Disability / Disabled workers,770,New York
16881,eg:Record,2000,Schuyler,Disability / Spouses,10,New York
16882,eg:Record,38000,Schuyler,Disability / Children,130,New York
16883,eg:Record,2609000,Schuyler,Aged 65 or older / Men,1705,New York
16884,eg:Record,7863000,Seneca,Retirement / Retired workers,5685,New York
16885,eg:Record,138000,Seneca,Retirement / Spouses,175,New York
16886,eg:Record,59000,Seneca,Retirement / Children,80,New York
16887,eg:Record,542000,Seneca,Survivors / Widow(er)s and parents,420,New York
16888,eg:Record,217000,Seneca,Survivors / Children,260,New York
16889,eg:Record,1525000,Seneca,Disability / Disabled workers,1330,New York
16890,eg:Record,5000,Seneca,Disability / Spouses,10,New York
16891,eg:Record,76000,Seneca,Disability / Children,235,New York
16892,eg:Record,4122000,Seneca,Aged 65 or older / Men,2670,New York
16893,eg:Record,21974000,Steuben,Retirement / Retired workers,16035,New York
16894,eg:Record,564000,Steuben,Retirement / Spouses,765,New York
16895,eg:Record,183000,Steuben,Retirement / Children,270,New York
16896,eg:Record,1861000,Steuben,Survivors / Widow(er)s and parents,1495,New York
16897,eg:Record,564000,Steuben,Survivors / Children,655,New York
16898,eg:Record,4400000,Steuben,Disability / Disabled workers,3830,New York
16899,eg:Record,15000,Steuben,Disability / Spouses,50,New York
16900,eg:Record,235000,Steuben,Disability / Children,715,New York
16901,eg:Record,11836000,Steuben,Aged 65 or older / Men,7760,New York
16902,eg:Record,331799000,Suffolk,Retirement / Retired workers,206115,New York
16903,eg:Record,10317000,Suffolk,Retirement / Spouses,11865,New York
16904,eg:Record,2641000,Suffolk,Retirement / Children,3360,New York
16905,eg:Record,27423000,Suffolk,Survivors / Widow(er)s and parents,18240,New York
16906,eg:Record,8522000,Suffolk,Survivors / Children,8060,New York
16907,eg:Record,54775000,Suffolk,Disability / Disabled workers,38065,New York
16908,eg:Record,225000,Suffolk,Disability / Spouses,515,New York
16909,eg:Record,4249000,Suffolk,Disability / Children,8730,New York
16910,eg:Record,177207000,Suffolk,Aged 65 or older / Men,97930,New York
16911,eg:Record,16502000,Sullivan,Retirement / Retired workers,11755,New York
16912,eg:Record,408000,Sullivan,Retirement / Spouses,540,New York
16913,eg:Record,185000,Sullivan,Retirement / Children,245,New York
16914,eg:Record,1316000,Sullivan,Survivors / Widow(er)s and parents,1045,New York
16915,eg:Record,708000,Sullivan,Survivors / Children,810,New York
16916,eg:Record,3665000,Sullivan,Disability / Disabled workers,2985,New York
16917,eg:Record,15000,Sullivan,Disability / Spouses,50,New York
16918,eg:Record,208000,Sullivan,Disability / Children,580,New York
16919,eg:Record,9064000,Sullivan,Aged 65 or older / Men,5930,New York
16920,eg:Record,11931000,Tioga,Retirement / Retired workers,8470,New York
16921,eg:Record,363000,Tioga,Retirement / Spouses,465,New York
16922,eg:Record,66000,Tioga,Retirement / Children,95,New York
16923,eg:Record,1032000,Tioga,Survivors / Widow(er)s and parents,785,New York
16924,eg:Record,234000,Tioga,Survivors / Children,300,New York
16925,eg:Record,2075000,Tioga,Disability / Disabled workers,1790,New York
16926,eg:Record,5000,Tioga,Disability / Spouses,20,New York
16927,eg:Record,123000,Tioga,Disability / Children,400,New York
16928,eg:Record,6544000,Tioga,Aged 65 or older / Men,4115,New York
16929,eg:Record,18325000,Tompkins,Retirement / Retired workers,11930,New York
16930,eg:Record,558000,Tompkins,Retirement / Spouses,590,New York
16931,eg:Record,153000,Tompkins,Retirement / Children,210,New York
16932,eg:Record,1209000,Tompkins,Survivors / Widow(er)s and parents,845,New York
16933,eg:Record,374000,Tompkins,Survivors / Children,420,New York
16934,eg:Record,2211000,Tompkins,Disability / Disabled workers,1945,New York
16935,eg:Record,7000,Tompkins,Disability / Spouses,20,New York
16936,eg:Record,116000,Tompkins,Disability / Children,305,New York
16937,eg:Record,9641000,Tompkins,Aged 65 or older / Men,5610,New York
16938,eg:Record,42754000,Ulster,Retirement / Retired workers,28935,New York
16939,eg:Record,1071000,Ulster,Retirement / Spouses,1310,New York
16940,eg:Record,329000,Ulster,Retirement / Children,425,New York
16941,eg:Record,3312000,Ulster,Survivors / Widow(er)s and parents,2375,New York
16942,eg:Record,1087000,Ulster,Survivors / Children,1215,New York
16943,eg:Record,7522000,Ulster,Disability / Disabled workers,6015,New York
16944,eg:Record,19000,Ulster,Disability / Spouses,60,New York
16945,eg:Record,440000,Ulster,Disability / Children,1165,New York
16946,eg:Record,22552000,Ulster,Aged 65 or older / Men,13875,New York
16947,eg:Record,18684000,Warren,Retirement / Retired workers,12850,New York
16948,eg:Record,474000,Warren,Retirement / Spouses,580,New York
16949,eg:Record,148000,Warren,Retirement / Children,210,New York
16950,eg:Record,1482000,Warren,Survivors / Widow(er)s and parents,1100,New York
16951,eg:Record,486000,Warren,Survivors / Children,530,New York
16952,eg:Record,3189000,Warren,Disability / Disabled workers,2745,New York
16953,eg:Record,10000,Warren,Disability / Spouses,35,New York
16954,eg:Record,182000,Warren,Disability / Children,535,New York
16955,eg:Record,10030000,Warren,Aged 65 or older / Men,6110,New York
16956,eg:Record,13583000,Washington,Retirement / Retired workers,9825,New York
16957,eg:Record,333000,Washington,Retirement / Spouses,460,New York
16958,eg:Record,90000,Washington,Retirement / Children,140,New York
16959,eg:Record,1283000,Washington,Survivors / Widow(er)s and parents,1000,New York
16960,eg:Record,296000,Washington,Survivors / Children,375,New York
16961,eg:Record,3065000,Washington,Disability / Disabled workers,2615,New York
16962,eg:Record,13000,Washington,Disability / Spouses,50,New York
16963,eg:Record,175000,Washington,Disability / Children,580,New York
16964,eg:Record,7355000,Washington,Aged 65 or older / Men,4765,New York
16965,eg:Record,22412000,Wayne,Retirement / Retired workers,15540,New York
16966,eg:Record,448000,Wayne,Retirement / Spouses,575,New York
16967,eg:Record,277000,Wayne,Retirement / Children,335,New York
16968,eg:Record,1623000,Wayne,Survivors / Widow(er)s and parents,1190,New York
16969,eg:Record,1122000,Wayne,Survivors / Children,1145,New York
16970,eg:Record,4238000,Wayne,Disability / Disabled workers,3565,New York
16971,eg:Record,10000,Wayne,Disability / Spouses,35,New York
16972,eg:Record,267000,Wayne,Disability / Children,755,New York
16973,eg:Record,12187000,Wayne,Aged 65 or older / Men,7510,New York
16974,eg:Record,211026000,Westchester,Retirement / Retired workers,126525,New York
16975,eg:Record,7202000,Westchester,Retirement / Spouses,8015,New York
16976,eg:Record,1649000,Westchester,Retirement / Children,2085,New York
16977,eg:Record,14610000,Westchester,Survivors / Widow(er)s and parents,9570,New York
16978,eg:Record,3967000,Westchester,Survivors / Children,3595,New York
16979,eg:Record,21999000,Westchester,Disability / Disabled workers,15935,New York
16980,eg:Record,94000,Westchester,Disability / Spouses,215,New York
16981,eg:Record,1517000,Westchester,Disability / Children,3050,New York
16982,eg:Record,107280000,Westchester,Aged 65 or older / Men,58515,New York
16983,eg:Record,9020000,Wyoming,Retirement / Retired workers,6525,New York
16984,eg:Record,200000,Wyoming,Retirement / Spouses,270,New York
16985,eg:Record,55000,Wyoming,Retirement / Children,75,New York
16986,eg:Record,776000,Wyoming,Survivors / Widow(er)s and parents,590,New York
16987,eg:Record,176000,Wyoming,Survivors / Children,205,New York
16988,eg:Record,1678000,Wyoming,Disability / Disabled workers,1385,New York
16989,eg:Record,3000,Wyoming,Disability / Spouses,10,New York
16990,eg:Record,93000,Wyoming,Disability / Children,260,New York
16991,eg:Record,4949000,Wyoming,Aged 65 or older / Men,3125,New York
16992,eg:Record,6398000,Yates,Retirement / Retired workers,4575,New York
16993,eg:Record,126000,Yates,Retirement / Spouses,155,New York
16994,eg:Record,32000,Yates,Retirement / Children,55,New York
16995,eg:Record,443000,Yates,Survivors / Widow(er)s and parents,345,New York
16996,eg:Record,111000,Yates,Survivors / Children,135,New York
16997,eg:Record,911000,Yates,Disability / Disabled workers,825,New York
16998,eg:Record,2000,Yates,Disability / Spouses,5,New York
16999,eg:Record,46000,Yates,Disability / Children,160,New York
17000,eg:Record,3508000,Yates,Aged 65 or older / Men,2210,New York
17001,eg:Record,35023000,Alamance,Retirement / Retired workers,24885,North Carolina
17002,eg:Record,487000,Alamance,Retirement / Spouses,600,North Carolina
17003,eg:Record,180000,Alamance,Retirement / Children,255,North Carolina
17004,eg:Record,2293000,Alamance,Survivors / Widow(er)s and parents,1795,North Carolina
17005,eg:Record,870000,Alamance,Survivors / Children,1075,North Carolina
17006,eg:Record,6264000,Alamance,Disability / Disabled workers,5265,North Carolina
17007,eg:Record,13000,Alamance,Disability / Spouses,45,North Carolina
17008,eg:Record,319000,Alamance,Disability / Children,855,North Carolina
17009,eg:Record,16831000,Alamance,Aged 65 or older / Men,10625,North Carolina
17010,eg:Record,9042000,Alexander,Retirement / Retired workers,6675,North Carolina
17011,eg:Record,112000,Alexander,Retirement / Spouses,160,North Carolina
17012,eg:Record,55000,Alexander,Retirement / Children,75,North Carolina
17013,eg:Record,617000,Alexander,Survivors / Widow(er)s and parents,510,North Carolina
17014,eg:Record,226000,Alexander,Survivors / Children,270,North Carolina
17015,eg:Record,1820000,Alexander,Disability / Disabled workers,1495,North Carolina
17016,eg:Record,4000,Alexander,Disability / Spouses,15,North Carolina
17017,eg:Record,107000,Alexander,Disability / Children,270,North Carolina
17018,eg:Record,4745000,Alexander,Aged 65 or older / Men,3070,North Carolina
17019,eg:Record,3266000,Alleghany,Retirement / Retired workers,2605,North Carolina
17020,eg:Record,54000,Alleghany,Retirement / Spouses,70,North Carolina
17021,eg:Record,20000,Alleghany,Retirement / Children,30,North Carolina
17022,eg:Record,189000,Alleghany,Survivors / Widow(er)s and parents,170,North Carolina
17023,eg:Record,62000,Alleghany,Survivors / Children,85,North Carolina
17024,eg:Record,570000,Alleghany,Disability / Disabled workers,510,North Carolina
17025,eg:Record,2000,Alleghany,Disability / Spouses,5,North Carolina
17026,eg:Record,23000,Alleghany,Disability / Children,55,North Carolina
17027,eg:Record,1717000,Alleghany,Aged 65 or older / Men,1225,North Carolina
17028,eg:Record,4875000,Anson,Retirement / Retired workers,3765,North Carolina
17029,eg:Record,49000,Anson,Retirement / Spouses,70,North Carolina
17030,eg:Record,37000,Anson,Retirement / Children,65,North Carolina
17031,eg:Record,417000,Anson,Survivors / Widow(er)s and parents,395,North Carolina
17032,eg:Record,183000,Anson,Survivors / Children,255,North Carolina
17033,eg:Record,1403000,Anson,Disability / Disabled workers,1225,North Carolina
17034,eg:Record,2000,Anson,Disability / Spouses,10,North Carolina
17035,eg:Record,68000,Anson,Disability / Children,215,North Carolina
17036,eg:Record,2421000,Anson,Aged 65 or older / Men,1675,North Carolina
17037,eg:Record,7421000,Ashe,Retirement / Retired workers,5935,North Carolina
17038,eg:Record,130000,Ashe,Retirement / Spouses,215,North Carolina
17039,eg:Record,38000,Ashe,Retirement / Children,60,North Carolina
17040,eg:Record,511000,Ashe,Survivors / Widow(er)s and parents,470,North Carolina
17041,eg:Record,151000,Ashe,Survivors / Children,200,North Carolina
17042,eg:Record,1275000,Ashe,Disability / Disabled workers,1155,North Carolina
17043,eg:Record,3000,Ashe,Disability / Spouses,10,North Carolina
17044,eg:Record,57000,Ashe,Disability / Children,170,North Carolina
17045,eg:Record,3823000,Ashe,Aged 65 or older / Men,2750,North Carolina
17046,eg:Record,4344000,Avery,Retirement / Retired workers,3355,North Carolina
17047,eg:Record,74000,Avery,Retirement / Spouses,105,North Carolina
17048,eg:Record,29000,Avery,Retirement / Children,45,North Carolina
17049,eg:Record,354000,Avery,Survivors / Widow(er)s and parents,295,North Carolina
17050,eg:Record,100000,Avery,Survivors / Children,120,North Carolina
17051,eg:Record,662000,Avery,Disability / Disabled workers,580,North Carolina
17052,eg:Record,2000,Avery,Disability / Spouses,10,North Carolina
17053,eg:Record,29000,Avery,Disability / Children,90,North Carolina
